,Business title,zip,AM early,AM peak,Mid-day,PM peak,PM late,Type of Place,lat,lon,Total Score
1726,san marcos restaurant,92154-2149,7,28,25,35,25,Food & Drinks,32.5763274,-117.068757,119
1727,barrio star inc,92103-6329,7,28,25,35,25,Food & Drinks,32.7336692,-117.16052679999999,119
1728,bandar restaurant,92101-6121,7,28,25,35,25,Food & Drinks,32.714254100000005,-117.16092309999999,119
1729,the beachwood,92109-5001,7,28,25,35,25,Food & Drinks,32.7924729,-117.2545471,119
1730,jugos 100% natural,92105-4638,3,25,20,18,5,Only Food,32.7381282,-117.100766,70
1731,il postino restaurant,92104,7,28,25,35,25,Food & Drinks,32.749663500000004,-117.12981740000001,119
1732,yokohama yakitori koubou,92111-3747,7,28,25,35,25,Food & Drinks,32.8146899,-117.154474,119
1733,churros el tigre,91977,3,25,20,18,5,Only Food,32.7165363,-116.9638068,70
1734,ranchos cocina,92104-3005,7,28,25,35,25,Food & Drinks,32.7487679,-117.1304999,119
1735,red velvet wine bar,92101-2203,27,6,3,27,30,Only Drinks,32.7244277,-117.16905259999999,93
1736,crisma commercial development inc,92128-4609,3,25,20,18,5,Only Food,32.9798444,-117.0771364,70
1737,luna grill,92108-4737,3,25,20,18,5,Only Food,32.779882199999996,-117.1293072,70
1738,bencotto italian kitchen,92101-2203,7,28,25,35,25,Food & Drinks,32.7244277,-117.16905259999999,119
1739,the smoking goat,92104-4118,7,28,25,35,25,Food & Drinks,32.7413514,-117.1302403,119
1740,yakyudori,92111-1633,7,28,25,35,25,Food & Drinks,32.8305467,-117.1537869,119
1741,little caesars pizza,92113-2435,3,25,20,18,5,Only Food,32.6963327,-117.13291129999999,70
1742,rigobertos taco shop inc,92037-5028,3,25,20,18,5,Only Food,32.8372413,-117.27807220000001,70
1743,jersey mikes subs,92110-3225,3,25,20,18,5,Only Food,32.8372413,-117.27807220000001,70
1744,woodstocks pizza,92109-2913,7,28,25,35,25,Food & Drinks,32.798096,-117.24756370000001,119
1745,caps pizza and bar,92101-3011,7,28,25,35,25,Food & Drinks,32.720326,-117.16414499999999,119
1746,pho anh & grill vietnamese restaurant,92154-4735,3,25,20,18,5,Only Food,32.5848603,-117.0897024,70
1747,the deli llama,92103-4224,3,25,20,18,5,Only Food,32.7452566,-117.16056999999999,70
1748,wonderful sushi,92129-2695,3,25,20,18,5,Only Food,32.9575892,-117.1280419,70
1749,kearny mesa deli,92111-2010,3,25,20,18,5,Only Food,32.8287432,-117.14796799999999,70
1750,pho point loma & grill,92110-3203,3,25,20,18,5,Only Food,32.7485619,-117.2034973,70
1751,tomas manzo & beatriz manzo,92114-7110,3,25,20,18,5,Only Food,32.6923887,-117.0413013,70
1752,al teatro panini grill,92101-4102,3,25,20,18,5,Only Food,32.7185085,-117.1622635,70
1753,shere punjab restaurant inc,92121-7712,3,25,20,18,5,Only Food,32.8908942,-117.20166100000002,70
1754,russian georgian restaurant pomegranate inc,92104-1106,7,28,25,35,25,Food & Drinks,32.7555918,-117.1396978,119
1755,haagen-dazs,92108-1148,3,25,20,18,5,Only Food,32.768142,-117.1698284,70
1756,zanzibar cafe iii inc,92093-5004,27,6,3,27,30,Only Drinks,32.8824069,-117.23481720000001,93
1757,the wine pub,92106-2744,27,6,3,27,30,Only Drinks,32.7218283,-117.23046140000001,93
1758,simon's cafe & catering,92101-6788,3,25,20,18,5,Only Food,32.7109516,-117.16358090000001,70
1759,amalfi mobile pizzeria,92121-3930,3,25,20,18,5,Only Food,32.8989512,-117.1800737,70
1760,pacific beach ale house inc,92109-3905,7,28,25,35,25,Food & Drinks,32.794261,-117.25531200000002,119
1761,east african cuisine,92115-4523,3,25,20,18,5,Only Food,32.757034999999995,-117.091866,70
1762,gossip grill,92103-3312,7,28,25,35,25,Food & Drinks,32.7487789,-117.1529331,119
1763,in n out burger 128,92108-1537,3,25,20,18,5,Only Food,32.7694848,-117.1434405,70
1764,berkeley pizza,92101-7013,7,28,25,35,25,Food & Drinks,32.7102643,-117.1598345,119
1765,small bar supper club,92116-2629,27,6,3,27,30,Only Drinks,32.761527199999996,-117.14649309999999,93
1766,bowl to go,92121-2697,3,25,20,18,5,Only Food,32.8789964,-117.1688463,70
1767,the yogurt cup,92109-7749,3,25,20,18,5,Only Food,32.7722669,-117.25204939999999,70
1768,village kitchen restaurant,92107-3110,7,28,25,35,25,Food & Drinks,32.7451357,-117.24873149999999,119
1769,sweet treats,92129-3508,3,25,20,18,5,Only Food,32.9530401,-117.118164,70
1770,nam bac hang chinese herbs,92115-4402,3,25,20,18,5,Only Food,32.7554499,-117.09493,70
1771,pho xpress,92101-5203,7,28,25,35,25,Food & Drinks,32.7171752,-117.1589798,119
1772,777 noodle house,92105-1915,3,25,20,18,5,Only Food,32.749735,-117.0935408,70
1773,subway 17709,92093-5004,3,25,20,18,5,Only Food,32.8824069,-117.23481720000001,70
1774,subway 1432,92121-2638,3,25,20,18,5,Only Food,32.8789964,-117.1688463,70
1775,subway 28085,92129-2658,3,25,20,18,5,Only Food,32.9589303,-117.1249074,70
1776,subway 34989,92122-1273,3,25,20,18,5,Only Food,32.8712569,-117.2097355,70
1777,subway 3618,92122-1153,3,25,20,18,5,Only Food,32.869018100000005,-117.2150024,70
1778,fiesta cantina,92103-3000,7,28,25,35,25,Food & Drinks,32.748432799999996,-117.1631024,119
1779,pizzeria luigi,92104-1101,7,28,25,35,25,Food & Drinks,32.7549265,-117.14195840000001,119
1780,chibugan,92126-6211,3,25,20,18,5,Only Food,32.9093137,-117.145692,70
1781,subway #45837,92105-5415,3,25,20,18,5,Only Food,32.7233286,-117.08524840000001,70
1782,rice king/ sbarro,92135,3,25,20,18,5,Only Food,32.715738,-117.1610838,70
1783,the kebab shop,92126-4850,3,25,20,18,5,Only Food,32.9190864,-117.1217723,70
1784,robataya oton,92123-1132,7,28,25,35,25,Food & Drinks,32.832738,-117.13828829999999,119
1785,winchells donut franchise,92106-2240,3,25,20,18,5,Only Food,32.726244,-117.22749499999999,70
1786,chedi thai bistro inc,92037-5044,7,28,25,35,25,Food & Drinks,32.8396416,-117.2752331,119
1787,papas pizza,92117-4505,3,25,20,18,5,Only Food,32.8233346,-117.2142093,70
1788,jersey mikes subs,92108-5597,3,25,20,18,5,Only Food,32.7756418,-117.14556599999999,70
1789,station tavern & burger,92104-5431,7,28,25,35,25,Food & Drinks,32.7287928,-117.1298345,119
1790,jump tokyo,92120-2311,7,28,25,35,25,Food & Drinks,32.7922191,-117.09891019999999,119
1791,el kora mexican restaurant,91977-6224,3,25,20,18,5,Only Food,32.697048200000005,-117.01801880000001,70
1792,pho time,92109-3352,7,28,25,35,25,Food & Drinks,32.800760499999996,-117.2368643,119
1793,l & l hawaiian barbecue of la jolla,92037-9139,3,25,20,18,5,Only Food,32.873273499999996,-117.21755959999999,70
1794,bistro pazzo,92037-4511,7,28,25,35,25,Food & Drinks,32.8477767,-117.27243610000001,119
1795,fifth avenue new york  pizza inc,92101-6102,3,25,20,18,5,Only Food,32.7153792,-117.16033870000001,70
1796,boll weevil of ramona,92065-2555,7,28,25,35,25,Food & Drinks,33.0250817,-116.89284380000001,119
1797,the red door restaurant & wine bar,92103-1937,7,28,25,35,25,Food & Drinks,32.7496963,-117.1702051,119
1798,500 4th llc,92101-6905,27,6,3,27,30,Only Drinks,32.710677000000004,-117.16133159999998,93
1799,kyoto sushi,92110-4545,7,28,25,35,25,Food & Drinks,32.750873399999996,-117.2089164,119
1800,huapangos858,92103-4218,7,28,25,35,25,Food & Drinks,32.7449986,-117.16018270000001,119
1801,pho ca dao restaurant,92128-1927,7,28,25,35,25,Food & Drinks,32.715738,-117.1610838,119
1802,the flame broiler,92037-1972,3,25,20,18,5,Only Food,32.8690547,-117.2326699,70
1803,bane phonekeos food 2 go,92102-4810,3,25,20,18,5,Only Food,32.7044803,-117.09403789999999,70
1804,culinart of california inc,92102-2528,3,25,20,18,5,Only Food,32.7199209,-117.09815900000001,70
1805,mr ruribertos taco shop,92116,3,25,20,18,5,Only Food,32.7608911,-117.13997040000001,70
1806,black angus steakhouse,92120-2303,7,28,25,35,25,Food & Drinks,32.790946399999996,-117.10015849999999,119
1807,funky garcias,92101-6932,7,28,25,35,25,Food & Drinks,32.711204800000004,-117.16065470000001,119
1808,international house of pancakes,92154-7237,7,28,25,35,25,Food & Drinks,32.5550141,-116.93787490000001,119
1809,french 101,92037-4171,7,28,25,35,25,Food & Drinks,32.8462105,-117.27532350000001,119
1810,the patio on lamont,92110-4357,7,28,25,35,25,Food & Drinks,32.7572106,-117.2091652,119
1811,sau voi sandwich,92111-1124,7,28,25,35,25,Food & Drinks,32.8336074,-117.16080840000001,119
1812,loving hut,92104-1004,7,28,25,35,25,Food & Drinks,32.7548447,-117.14465190000001,119
1813,shellys deli,92154-7709,3,25,20,18,5,Only Food,32.570147999999996,-116.954327,70
1814,stone oven,92108-1159,3,25,20,18,5,Only Food,32.768142,-117.1698284,70
1815,peets coffee & tea,92106-2881,3,25,20,18,5,Only Food,32.7218765,-117.2453986,70
1816,subway #38637,92110-2681,3,25,20,18,5,Only Food,32.7647396,-117.19719540000001,70
1817,club legend,92111-2317,27,6,3,27,30,Only Drinks,32.8266692,-117.1558469,93
1818,el guero taco shop,92173-1883,3,25,20,18,5,Only Food,32.560723200000005,-117.0635496,70
1819,bubba's smokehouse bbq,92037-4260,3,25,20,18,5,Only Food,32.8466497,-117.27579879999999,70
1820,sala thai restaurant,92115-3936,7,28,25,35,25,Food & Drinks,32.7618942,-117.0646365,119
1821,la cocina de rosita inc,92102-3071,3,25,20,18,5,Only Food,32.711322499999994,-117.13671070000001,70
1822,wienerschnitzel #14,92109-3820,3,25,20,18,5,Only Food,32.805430199999996,-117.2211815,70
1823,leftys chicago pizzeria,92103-1821,3,25,20,18,5,Only Food,32.7504876,-117.1715861,70
1824,cotixan mexican food,92126-2602,7,28,25,35,25,Food & Drinks,32.9129824,-117.14890220000001,119
1825,barra barra saloon,92110-2743,7,28,25,35,25,Food & Drinks,32.7551084,-117.19783740000001,119
1826,casa de reyes,92110-2706,7,28,25,35,25,Food & Drinks,32.7549229,-117.1976235,119
1827,el coqui grill,92105-1535,27,6,3,27,30,Only Drinks,32.7498144,-117.10242379999998,93
1828,t r s restaurants inc,92104,3,25,20,18,5,Only Food,32.7392683,-117.1250158,70
1829,jack in the box  #3069,92105-1423,3,25,20,18,5,Only Food,32.7494527,-117.10741570000002,70
1830,prepkitchen restaurant llc,92037-4829,7,28,25,35,25,Food & Drinks,32.841324,-117.2743926,119
1831,sushi deli 3,92111-3718,7,28,25,35,25,Food & Drinks,32.8201816,-117.1514408,119
1832,verdes el ranchero llc,92037-5029,7,28,25,35,25,Food & Drinks,32.8377082,-117.278378,119
1833,the balboa bar and grill,92101-2712,27,6,3,27,30,Only Drinks,32.724970299999995,-117.15997240000002,93
1834,cotijas taco shop,92124-2614,3,25,20,18,5,Only Food,32.8216178,-117.1001952,70
1835,love boat sushi,92127-1412,7,28,25,35,25,Food & Drinks,33.0234337,-117.08176340000001,119
1836,cine cafe,92101-6930,3,25,20,18,5,Only Food,32.70849260000001,-117.16075009999999,70
1837,pizzicato gourmet pizza,92101-1613,3,25,20,18,5,Only Food,32.731007,-117.16051909999999,70
1838,little caesars pizza,92126-4601,3,25,20,18,5,Only Food,32.9269311,-117.1432622,70
1839,sidebar & ciros,92101-7025,7,28,25,35,25,Food & Drinks,32.711786,-117.15944909999999,119
1840,utc sub,92037-8401,3,25,20,18,5,Only Food,32.873273499999996,-117.21755959999999,70
1841,los primos mexican food,92119-2316,3,25,20,18,5,Only Food,32.8020262,-117.04301550000001,70
1842,fox sports grill,92101-7897,7,28,25,35,25,Food & Drinks,32.7039763,-117.1586604,119
1843,surf brothers teriyaki,92122-5610,3,25,20,18,5,Only Food,32.8678464,-117.20614979999999,70
1844,lolitas at the park,92101-7414,3,25,20,18,5,Only Food,32.707659299999996,-117.1549195,70
1845,olga food place,92111-6024,7,28,25,35,25,Food & Drinks,32.7855325,-117.17147720000001,119
1846,mikes giant ny pizza  #6,92154-3565,3,25,20,18,5,Only Food,32.574372100000005,-117.05512949999999,70
1847,brians 24,92101-6307,7,28,25,35,25,Food & Drinks,32.714058,-117.15953999999999,119
1848,loma bonita,92106-2734,3,25,20,18,5,Only Food,32.721365500000005,-117.23018290000002,70
1849,panda express 1657,92115,3,25,20,18,5,Only Food,32.7491206,-117.07195,70
1850,mcdonalds,92109-2906,7,28,25,35,25,Food & Drinks,32.797620699999996,-117.24949099999999,119
1851,teresitas fruiteria inc,92154-1760,3,25,20,18,5,Only Food,32.584776399999996,-117.03912849999999,70
1852,dao fu restaurant inc,92116-1820,3,25,20,18,5,Only Food,32.7635585,-117.1220623,70
1853,sushi mori,92037-3215,7,28,25,35,25,Food & Drinks,32.8536791,-117.25629199999999,119
1854,hungry's kitchen & tap,92110-2841,27,6,3,27,30,Only Drinks,32.7531407,-117.19586480000001,93
1855,the watering hole,92117-2006,27,6,3,27,30,Only Drinks,32.8357861,-117.1879818,93
1856,baskin robbins,92110-5651,3,25,20,18,5,Only Food,32.753762300000005,-117.2225324,70
1857,turf supper club  llc,92102-2105,27,6,3,27,30,Only Drinks,32.7172997,-117.1406023,93
1858,taco bell 25501,92123-4430,3,25,20,18,5,Only Food,32.8091315,-117.1169084,70
1859,taco bell 26240,92110-4503,3,25,20,18,5,Only Food,32.7506082,-117.2083053,70
1860,taco bell 25496,92123-1203,3,25,20,18,5,Only Food,32.8319334,-117.13069899999999,70
1861,taco bell 25498,92104-1215,3,25,20,18,5,Only Food,32.7556966,-117.1361287,70
1862,taco bell 25500,92130-2590,3,25,20,18,5,Only Food,32.9342566,-117.2386466,70
1863,taco bell 25502,92108-1537,3,25,20,18,5,Only Food,32.7696679,-117.1430737,70
1864,taco bell 25503,92117-6902,3,25,20,18,5,Only Food,32.819187899999996,-117.18354550000001,70
1865,pirates cove coffee,92107-2108,3,25,20,18,5,Only Food,32.751022,-117.244492,70
1866,blind lady,92116-2428,7,28,25,35,25,Food & Drinks,32.763498,-117.1203007,119
1867,orient valley  filipino cuisine,92129-2813,3,25,20,18,5,Only Food,32.96058060000001,-117.1127365,70
1868,sushiman,92115-8402,3,25,20,18,5,Only Food,32.7380837,-117.05589440000001,70
1869,luong hai ky resturant inc,92126-3263,7,28,25,35,25,Food & Drinks,32.9101399,-117.14482859999998,119
1870,mitch's seafood,92106-2728,7,28,25,35,25,Food & Drinks,32.724091800000004,-117.227276,119
1871,yogi topi,92037-4721,3,25,20,18,5,Only Food,32.839331800000004,-117.2783732,70
1872,hunter steakhouse,92108-2813,7,28,25,35,25,Food & Drinks,32.7608453,-117.1874604,119
1873,subway #19561,92154-6451,3,25,20,18,5,Only Food,32.5819412,-117.03329620000001,70
1874,mien trung,92111-5061,3,25,20,18,5,Only Food,32.8013591,-117.1587699,70
1875,paradise restaurant,92109-3352,3,25,20,18,5,Only Food,32.800760499999996,-117.2368643,70
1876,mountain mikes pizza,92117-6887,7,28,25,35,25,Food & Drinks,32.7962926,-117.1926273,119
1877,starbucks coffee #14792,92127,3,25,20,18,5,Only Food,33.0234337,-117.08176340000001,70
1878,taste and thirst,92101-6934,7,28,25,35,25,Food & Drinks,32.712868,-117.160775,119
1879,pho ca dao,92126-2330,7,28,25,35,25,Food & Drinks,32.912408299999996,-117.1431135,119
1880,porkyland,92130-3137,3,25,20,18,5,Only Food,32.9544939,-117.2295058,70
1881,panda express,92108-1148,3,25,20,18,5,Only Food,32.768142,-117.1698284,70
1882,marias frias,92113-1332,3,25,20,18,5,Only Food,32.701980400000004,-117.130074,70
1883,sansai japanses grill mission valley,92108-4550,3,25,20,18,5,Only Food,32.771151,-117.1559456,70
1884,starbucks coffee # 10890,92117-5833,3,25,20,18,5,Only Food,32.81127,-117.20058200000001,70
1885,denny's restaurant #7897,92110-4403,7,28,25,35,25,Food & Drinks,32.7552077,-117.20522549999998,119
1886,denny's restaurant #7896,92110-5601,7,28,25,35,25,Food & Drinks,32.7551049,-117.22067709999999,119
1887,denny's restaruant #7895,92123-1105,7,28,25,35,25,Food & Drinks,32.8322348,-117.13782690000001,119
1888,denny's restaurant #7894,92106-2242,7,28,25,35,25,Food & Drinks,32.7273875,-117.22651440000001,119
1889,baja fresh #111,92101-5001,3,25,20,18,5,Only Food,32.7153984,-117.1630506,70
1890,yogurtland mission valley,92108-4534,3,25,20,18,5,Only Food,32.771044399999994,-117.1579787,70
1891,the merrow,92103-3311,27,6,3,27,30,Only Drinks,32.7480949,-117.15193899999998,93
1892,subway 24150,92113-1963,3,25,20,18,5,Only Food,32.703528399999996,-117.1013867,70
1893,little tokyo,92128-4628,3,25,20,18,5,Only Food,32.9811156,-117.0818084,70
1894,cremerie chocolat,92101-6913,7,28,25,35,25,Food & Drinks,32.7106545,-117.15987920000002,119
1895,applebees neighborhood gril & bar,92126-4846,7,28,25,35,25,Food & Drinks,32.918086800000005,-117.1209307,119
1896,applebee's neighborhood grill & bar,92111-2230,7,28,25,35,25,Food & Drinks,32.8213353,-117.1588617,119
1897,subway sandwiches & salads #3992,92128-4289,3,25,20,18,5,Only Food,32.9774518,-117.0828315,70
1898,wendy's #343,92154-7711,3,25,20,18,5,Only Food,32.5684086,-116.9527527,70
1899,zpizza linda vista,92111,3,25,20,18,5,Only Food,32.7647396,-117.19719540000001,70
1900,sieu sieu bbq noodle house,92111-1546,3,25,20,18,5,Only Food,32.8335693,-117.1584372,70
1901,pal joeys,92120-2705,27,6,3,27,30,Only Drinks,32.790869300000004,-117.0811077,93
1902,chiquibaby's bar,92113-1133,27,6,3,27,30,Only Drinks,32.704900300000006,-117.1380364,93
1903,mikes giant new york pizza #6,92154-3565,3,25,20,18,5,Only Food,32.574372100000005,-117.05512949999999,70
1904,bravos mexican bistro & cantina,92107-3009,7,28,25,35,25,Food & Drinks,32.746792600000006,-117.2513288,119
1905,carriage house cocktails,92111-2414,27,6,3,27,30,Only Drinks,32.8214439,-117.1521145,93
1906,richard walker pancake house`,92101-6701,7,28,25,35,25,Food & Drinks,32.7111088,-117.16497949999999,119
1907,luva doro,92101-2515,27,6,3,27,30,Only Drinks,32.72228,-117.1680432,93
1908,croutons,92093-5004,3,25,20,18,5,Only Food,32.8824069,-117.23481720000001,70
1909,starbucks coffe 10015,92106-2262,3,25,20,18,5,Only Food,32.7271752,-117.2275494,70
1910,taqueria el rodeo,92115-4313,3,25,20,18,5,Only Food,32.7550757,-117.0978922,70
1911,aaa tony bui,92111-8401,3,25,20,18,5,Only Food,32.8106049,-117.1569973,70
1912,star ainse thai cuisine,92122-5609,7,28,25,35,25,Food & Drinks,32.8678464,-117.20614979999999,119
1913,tender greens,92106-6158,7,28,25,35,25,Food & Drinks,32.735467699999994,-117.2160104,119
1914,tb catering,92123-5305,3,25,20,18,5,Only Food,32.8284352,-117.12562240000001,70
1915,knockout pizza,92121-6306,7,28,25,35,25,Food & Drinks,32.906041200000004,-117.1726282,119
1916,l & l hawaiin barbeque,92128-4612,3,25,20,18,5,Only Food,32.9823657,-117.0752257,70
1917,azucar,92107-3111,3,25,20,18,5,Only Food,32.7451521,-117.24781399999999,70
1918,sandwich island,92121-2489,3,25,20,18,5,Only Food,32.8890908,-117.1622267,70
1919,bar b que house,92107-3009,7,28,25,35,25,Food & Drinks,32.7470401,-117.2517331,119
1920,del taco #949,92110-4525,3,25,20,18,5,Only Food,32.7521482,-117.2051618,70
1921,del taco #340,92101-4709,3,25,20,18,5,Only Food,32.717648499999996,-117.1545264,70
1922,del taco #987,92108-1440,3,25,20,18,5,Only Food,32.773252500000005,-117.1537503,70
1923,cafefusion inc,92121-1982,3,25,20,18,5,Only Food,32.8771686,-117.21061840000002,70
1924,keating hotel llc,92101-6118,27,6,3,27,30,Only Drinks,32.7138049,-117.1604376,93
1925,atomic stage saloon,92101-6918,7,28,25,35,25,Food & Drinks,32.7134068,-117.16053159999998,119
1926,chipotle mexican grill #1141,92108-1310,7,28,25,35,25,Food & Drinks,32.7682335,-117.1527693,119
1927,tilted kilt pub & eatery,92101-7433,7,28,25,35,25,Food & Drinks,32.708580600000005,-117.15584750000001,119
1928,ob noodle house,92107-1317,3,25,20,18,5,Only Food,32.7513321,-117.2448288,70
1929,subway2322,92109-7734,3,25,20,18,5,Only Food,32.7722908,-117.25044720000001,70
1930,the office,92104-3005,27,6,3,27,30,Only Drinks,32.7492368,-117.1304044,93
1931,minh ky restaurant,92115-4432,7,28,25,35,25,Food & Drinks,32.7561015,-117.0947119,119
1932,560 fourth llc,92101-6905,7,28,25,35,25,Food & Drinks,32.71118,-117.1613264,119
1933,hamiltons cafe,92102-1503,3,25,20,18,5,Only Food,32.7217088,-117.13001409999998,70
1934,hamiltons tavern,92102-1503,27,6,3,27,30,Only Drinks,32.7217788,-117.1299946,93
1935,yogurt land,92115-3927,3,25,20,18,5,Only Food,32.7616842,-117.06458390000002,70
1936,basil thai bistro,92119-2049,7,28,25,35,25,Food & Drinks,32.8035072,-117.0105922,119
1937,true north tavern ,92104-3609,27,6,3,27,30,Only Drinks,32.7476717,-117.1297824,93
1938,el ranchero food truck,91911-4304,3,25,20,18,5,Only Food,32.6056741,-117.06681499999999,70
